model_type,target,n_test_pos,pos_rate,roc_auc,pr_auc,precision,recall,f1,accuracy
xgboost_weighted,label_aortic_peripheral_vascular,411,0.0161594715734843,0.8875357785192854,0.0850903505816316,0.063427299703264,0.8321167883211679,0.1178700672066172,0.7987339781394983
xgboost_weighted,label_ami_stemi,57,0.0022410945977824,0.8811701990129202,0.0850798620360169,0.0314735336194563,0.3859649122807017,0.0582010582010582,0.9720059762522608
xgboost_weighted,label_pe_dvt_venous_thromboembolism,332,0.0130533930958559,0.8554412455014865,0.0611716997347728,0.0458426132145508,0.7439759036144579,0.0863636363636363,0.7945270110875207
xgboost_weighted,label_pericardial_disease_tamponade,108,0.0042462845010615,0.855681176714897,0.0423970592069156,0.0195121951219512,0.5555555555555556,0.0377002827521206,0.8795706534560038
xgboost_weighted,label_unstable_angina_ac_ischemia,107,0.0042069670519776,0.8656891227233764,0.0177587707909985,0.0182468694096601,0.4766355140186916,0.0351481736733287,0.8899111425650704
xgboost_smote,label_hypertension_crisis,5895,0.2317763623496107,0.9194913363720788,0.7258605022330006,0.7687957418496341,0.3920271416454622,0.5192674980339288,0.8317606353699772
xgboost_smote,label_afib_aflutter,1846,0.0725800110088857,0.9449878314643342,0.6381881386257758,0.8136300417246175,0.3169014084507042,0.4561403508771929,0.9451521585279548
xgboost_smote,label_chronic_ischemic_disease,1988,0.0781630887788,0.9222697998105498,0.4337200065042731,0.6,0.0694164989939637,0.1244364292155094,0.9236455138790596
xgboost_smote,label_heart_failure_acute,999,0.0392781316348195,0.9302341015048196,0.3348041520811997,0.4876033057851239,0.059059059059059,0.1053571428571428,0.9606039160179288
xgboost_smote,label_brady_heart_block_conduction,382,0.0150192655500511,0.9266330221620704,0.2104866227058286,0.4181818181818181,0.0602094240837696,0.1052631578947368,0.9846268774081938
xgboost_smote,label_valvular_endocardial_disease,625,0.0245734056774396,0.9199742674029588,0.1954307226653257,0.5555555555555556,0.008,0.0157728706624605,0.9754659117716442
xgboost_smote,label_heart_failure_chronic,702,0.0276008492569002,0.9165065744092916,0.1858659095014832,0.4,0.0028490028490028,0.0056577086280056,0.972359833294016
xgboost_smote,label_cardiomyopathy_myocarditis,283,0.0111268380907446,0.9146302621916276,0.1816452083823779,0.5333333333333333,0.0282685512367491,0.0536912751677852,0.9889124793583391
xgboost_smote,label_stroke_tia,368,0.0144688212628764,0.8784438430369911,0.1344567173680169,0.3658536585365853,0.0407608695652173,0.0733496332518337,0.9850986867972006
xgboost_smote,label_ami_nstemi,306,0.0120311394196744,0.9099864900857934,0.1076872959917324,0.0,0.0,0.0,0.9879688605803256
xgboost_smote,label_ventricular_arrhythmias_arrest,182,0.0071557757332704,0.9090123206430823,0.097259399871869,0.0,0.0,0.0,0.9927655893685616
xgboost_smote,label_aortic_peripheral_vascular,411,0.0161594715734843,0.8727065017458877,0.0704211895716196,0.0,0.0,0.0,0.9838405284265156
xgboost_smote,label_supraventricular_tachyarrhythmias,164,0.0064480616497601,0.8289654656538651,0.0679232336870291,0.2727272727272727,0.0548780487804878,0.0913705583756345,0.9929621766139812
xgboost_smote,label_pe_dvt_venous_thromboembolism,332,0.0130533930958559,0.821349736448783,0.0479629536311311,0.0,0.0,0.0,0.986946606904144
xgboost_smote,label_ami_stemi,57,0.0022410945977824,0.8831937194130062,0.0340456700070742,0.1666666666666666,0.0175438596491228,0.0317460317460317,0.997601635605882
xgboost_smote,label_pericardial_disease_tamponade,108,0.0042462845010615,0.7946488895908463,0.02887877430239,0.0909090909090909,0.0185185185185185,0.0307692307692307,0.9950460014154282
xgboost_smote,label_unstable_angina_ac_ischemia,107,0.0042069670519776,0.8660182753509331,0.0221979342305379,0.0,0.0,0.0,0.9957143980498544
xgboost_embedding,label_hypertension_crisis,5899,0.23161490439357652,0.9401502796651139,0.7972013249799501,0.7507512815980202,0.7199525343278522,0.7350294219453098,0.8797754132474773
xgboost_embedding,label_afib_aflutter,1733,0.0680435038674467,0.955050516248069,0.7195295712389269,0.8089990817263545,0.5083669936526255,0.6243798724309001,0.9583807766304134
xgboost_embedding,label_chronic_ischemic_disease,2026,0.07954768542149279,0.9372973677221502,0.5350265196330587,0.6233766233766234,0.3079960513326752,0.4122893954410307,0.9301503788919864
xgboost_embedding,label_heart_failure_acute,1038,0.04075542816757627,0.9518538270142115,0.45856372455301153,0.6155844155844156,0.22832369942196531,0.33309908643710473,0.9627390160587381
xgboost_embedding,label_brady_heart_block_conduction,397,0.015587577054458361,0.9414122089088715,0.2983798833710052,0.6521739130434783,0.07556675062972293,0.13544018058690746,0.9849621108013664
xgboost_embedding,label_valvular_endocardial_disease,636,0.024971534021751934,0.9259385715447113,0.2380866153891057,0.5555555555555556,0.007861635220125786,0.015503875968992248,0.9750677293965213
xgboost_embedding,label_cardiomyopathy_myocarditis,303,0.011896815736778045,0.9441870993107417,0.21468497050586086,0.5161290322580645,0.052805280528052806,0.09580838323353294,0.9881424476814952
xgboost_embedding,label_heart_failure_chronic,697,0.02736660253641682,0.9304351235636292,0.20852543076908775,0.19047619047619047,0.005738880918220947,0.011142061281337047,0.9721229730260317
xgboost_embedding,label_supraventricular_tachyarrhythmias,176,0.006910361616082296,0.8919713233629138,0.17614044788504618,0.8333333333333334,0.056818181818181816,0.10638297872340426,0.9934037457301033
xgboost_embedding,label_ventricular_arrhythmias_arrest,180,0.007067415289175076,0.9277962311237649,0.1445193066862416,0.3888888888888889,0.03888888888888889,0.0707070707070707,0.9927755310377322
xgboost_embedding,label_stroke_tia,401,0.01574463072755114,0.8960306271181787,0.14172075708438436,0.25,0.0024937655860349127,0.0049382716049382715,0.9841768424359024
xgboost_embedding,label_ami_nstemi,318,0.012485767010875967,0.9241048219696429,0.12838802966211407,0.23076923076923078,0.009433962264150943,0.01812688821752266,0.9872393890612117
xgboost_embedding,label_ami_stemi,57,0.002238014841572107,0.9226246199474761,0.1254837726533627,0.6,0.05263157894736842,0.0967741935483871,0.997801248576701
xgboost_embedding,label_aortic_peripheral_vascular,441,0.017315167458478935,0.893348565253175,0.09622106009919221,0.0,0.0,0.0,0.9826848325415211
xgboost_embedding,label_pericardial_disease_tamponade,122,0.004790137029329774,0.9021072756047696,0.0885418654293056,1.0,0.01639344262295082,0.03225806451612903,0.9952883898072166
xgboost_embedding,label_pe_dvt_venous_thromboembolism,334,0.013113981703247084,0.8726136348746708,0.07946986708081932,0.0,0.0,0.0,0.9868860182967529
xgboost_embedding,label_unstable_angina_ac_ischemia,109,0.00427971259177824,0.8992424680924958,0.042306620884909565,0.0,0.0,0.0,0.9957202874082217
