model_type,mean_roc_auc,mean_pr_auc,accuracy,precision,recall,f1
xgboost_baseline,0.9161862957718429,0.2412169746420175,0.9742308813121852,0.7279495268138801,0.3909861064046086,0.5087301587301587
xgboost_weighted,0.9061605667940013,0.2326340195538267,0.8573493563502306,0.1770454795727342,0.8717045069467977,0.2943148404517007
xgboost_smote,0.8917089668992306,0.2068726136094509,0.9706159887875886,0.7402719174871074,0.2140291426635039,0.3320540455286263
xgboost_embedding,0.9209508565485051,0.2642817510532578,0.9745480665076113,0.7319426021946219,0.4082868097127867,0.5241796200345423
