target,n_test_pos,pos_rate,roc_auc,pr_auc,precision,recall,f1,accuracy
hypertension_crisis,5872,0.23694617,0.8928758832891207,0.6706291522438682,0.5087137715476416,0.9146798365122616,0.6538040170419963,0.7704785731579372
afib_aflutter,1834,0.07400533,0.9276113374907263,0.6070536103907977,0.5925133689839572,0.604143947655398,0.5982721382289417,0.9399564199822452
chronic_ischemic_disease,1980,0.079896696,0.871250594711256,0.3630121604167388,0.3508494666139866,0.4484848484848485,0.3937042784305032,0.8896376402227423
heart_failure_acute,993,0.040069405,0.9184476716815091,0.32211682352442744,0.38360323886639675,0.3816717019133938,0.38263503281171124,0.9506496650794932
ami_stemi,55,0.0022193529,0.8939929484516373,0.18377005240479002,0.21428571428571427,0.32727272727272727,0.2589928057553957,0.9958437575659753
brady_heart_block_conduction,380,0.01533371,0.910921020278752,0.1813955596113962,0.21497584541062803,0.23421052631578948,0.22418136020151133,0.9751432491324349
heart_failure_chronic,700,0.028246308,0.8867336599950171,0.17183183242022793,0.30434782608695654,0.01,0.019363762102351315,0.9713905253813252
stroke_tia,359,0.01448632,0.8448026695690862,0.16239982032294842,0.31382978723404253,0.16434540389972144,0.21572212065813529,0.9826890485029457
valvular_endocardial_disease,622,0.025098862,0.8839839175060158,0.1568124554830308,0.23863636363636365,0.03376205787781351,0.059154929577464786,0.9730449519812767
cardiomyopathy_myocarditis,280,0.011298523,0.8729162050911295,0.12011657389505695,0.19444444444444445,0.2,0.19718309859154928,0.9815995480590751
ventricular_arrhythmias_arrest,174,0.007021225,0.8710623963050984,0.11577741939963396,0.3230769230769231,0.1206896551724138,0.17573221757322174,0.9920506819465741
ami_nstemi,304,0.012266968,0.8655655078029251,0.11204063684071494,0.42105263157894735,0.05263157894736842,0.0935672514619883,0.9874909208296344
supraventricular_tachyarrhythmias,164,0.0066177063,0.7988173931824623,0.06638484242441822,0.17543859649122806,0.06097560975609756,0.09049773755656108,0.9918892744734081
aortic_peripheral_vascular,408,0.016463563,0.8072837477897535,0.049470688612358094,0.0,0.0,0.0,0.9835364377370672
pe_dvt_venous_thromboembolism,327,0.013195061,0.7457509486624936,0.03343077210105094,0.0,0.0,0.0,0.9867645872003874
unstable_angina_ac_ischemia,106,0.004277298,0.8530705108011145,0.029944329376608694,0.0,0.0,0.0,0.9957227019611008
pericardial_disease_tamponade,108,0.004358002,0.7638033287401044,0.018528875586377475,0.043689320388349516,0.08333333333333333,0.05732484076433121,0.9880558469857155
