target,n_test_pos,pos_rate,roc_auc,pr_auc,precision,recall,f1,accuracy
label_hypertension_crisis,5895,0.23177636234961077,0.9366870009356031,0.7879173442640062,0.6154202361657791,0.9017811704834605,0.7315764123030345,0.8466226311236927
label_afib_aflutter,1846,0.07258001100888574,0.9513249272313025,0.6984864819229494,0.34205064342050645,0.8927410617551462,0.49459783913565425,0.8675788314854133
label_chronic_ischemic_disease,1988,0.07816308877880003,0.9315406749976958,0.49421825992681884,0.31174158263544693,0.9175050301810865,0.46536548029085345,0.8352205708893607
label_heart_failure_acute,999,0.03927813163481953,0.9383721761458614,0.3707176185131255,0.20100387862194843,0.8818818818818819,0.3273875882571535,0.8576708343162696
label_brady_heart_block_conduction,382,0.015019265550051113,0.9310229487064812,0.24464401184068096,0.09649952696310313,0.8010471204188482,0.1722488038277512,0.8843673822442399
label_heart_failure_chronic,702,0.027600849256900213,0.9257315343559884,0.210484993412471,0.1264461132535011,0.8874643874643875,0.22135370403268786,0.8276716206652512
label_valvular_endocardial_disease,625,0.02457340567743965,0.9242093756298118,0.203323903794623,0.11462450592885376,0.8816,0.2028718703976436,0.8297554454666981
label_cardiomyopathy_myocarditis,283,0.011126838090744672,0.9215483356849715,0.19102870459921895,0.07208746156474205,0.7455830388692579,0.13146417445482866,0.8903829519540772
label_stroke_tia,368,0.014468821262876465,0.8999290785370102,0.15008674735063912,0.06480648064806481,0.782608695652174,0.11970074812967581,0.833451285680585
label_ventricular_arrhythmias_arrest,182,0.007155775733270426,0.9194425683614659,0.11274552482040379,0.05029469548133595,0.7032967032967034,0.09387605427209388,0.9028465833136746
label_ami_nstemi,306,0.012031139419674451,0.9103251483125352,0.105735425569144,0.056375838926174496,0.8235294117647058,0.10552763819095477,0.8320358575135646
label_supraventricular_tachyarrhythmias,164,0.006448061649760164,0.8690783441273272,0.0938915740506383,0.025937934228809634,0.6829268292682927,0.0499776885319054,0.8325863018007391
label_aortic_peripheral_vascular,411,0.016159471573484314,0.8875357785192854,0.08509035058163165,0.06342729970326409,0.8321167883211679,0.11787006720661726,0.7987339781394983
label_ami_stemi,57,0.0022410945977824957,0.8811701990129202,0.08507986203601699,0.031473533619456366,0.38596491228070173,0.0582010582010582,0.9720059762522607
label_pe_dvt_venous_thromboembolism,332,0.013053393095855941,0.8554412455014865,0.06117169973477283,0.045842613214550854,0.7439759036144579,0.08636363636363636,0.7945270110875207
label_pericardial_disease_tamponade,108,0.004246284501061571,0.855681176714897,0.0423970592069156,0.01951219512195122,0.5555555555555556,0.03770028275212064,0.8795706534560038
label_unstable_angina_ac_ischemia,107,0.004206967051977668,0.8656891227233764,0.017758770790998513,0.018246869409660107,0.4766355140186916,0.03514817367332874,0.8899111425650704
