year,cause,deaths,deaths_lower,deaths_upper
2015,Lower respiratory infections,2550356.99843432,2282301.3591353777,2813512.75786936
2015,Neonatal disorders,2018467.3728496935,1922053.3373190197,2117857.749870326
2015,Total cancers,8620278.446351437,8044840.465108759,8976676.55472392
2015,"Tracheal, bronchus, and lung cancer",1707835.5094510454,1570427.3750117216,1829071.3232165077
2015,Tuberculosis,1278502.391674768,1063733.0817306489,1614214.276112534
2016,Cardiovascular diseases,17668628.874653522,16358301.721086033,18602763.147010945
2016,Chronic respiratory diseases,3601087.7498741755,3196528.865312603,4153407.9485935695
2016,Diabetes and kidney diseases,2774205.980321892,2506461.195454149,2999069.7284344733
2016,Diarrheal diseases,1394968.466694498,1072008.7854343173,1807278.579346124
2016,Digestive diseases,2332535.327610316,2106379.431264715,2559050.534258239
2016,Lower respiratory infections,2563227.1076641898,2293865.760176494,2829641.399444923
2016,Neonatal disorders,1973910.3864885196,1879846.8431469167,2081527.7619138577
2016,Total cancers,8874643.802564867,8274596.290496848,9234521.635387473
2016,"Tracheal, bronchus, and lung cancer",1762836.5674454337,1625108.1964350778,1890266.392940169
2016,Tuberculosis,1254540.4599651918,1046497.1673891804,1583502.6345164983
2017,Cardiovascular diseases,18005151.28331508,16617248.645930303,18965597.6152079
2017,Chronic respiratory diseases,3670747.635331844,3282150.872095962,4302727.046042039
2017,Diabetes and kidney diseases,2888206.5675907256,2613716.9831963773,3126407.734259139
2017,Diarrheal diseases,1358630.988306087,1050350.9646864536,1778531.4600506115
2017,Digestive diseases,2355790.060928995,2136829.886049444,2586633.0863309097
2017,Lower respiratory infections,2577378.074517298,2313625.9811153817,2837344.427843471
2017,Neonatal disorders,1922537.755477006,1825842.5386225376,2022512.7534603053
2017,Total cancers,9105327.18834136,8514249.122999387,9468187.113495495
2017,"Tracheal, bronchus, and lung cancer",1812069.7199134484,1664143.456819455,1948174.934026888
2017,Tuberculosis,1233935.5236676896,1018893.8532220884,1547691.5783701525
2018,Cardiovascular diseases,17988587.8225707,16540561.849577708,19054421.708923995
2018,Chronic respiratory diseases,3721772.418500832,3288845.920406744,4394485.390340811
2018,Diabetes and kidney diseases,2974032.880064968,2679897.386175596,3232144.576148312
2018,Diarrheal diseases,1303510.0235834238,1012186.9014217824,1740208.9643476272
2018,Digestive diseases,2363843.036331192,2136777.112317874,2603964.981013615
2018,Lower respiratory infections,2576526.747489895,2328374.052796644,2854673.507792672
2018,Neonatal disorders,1866413.17793658,1766581.8649823328,1968976.1861156328
2018,Total cancers,9192607.965140186,8576520.434394056,9610290.515992304
2018,"Tracheal, bronchus, and lung cancer",1817407.204573647,1657745.920164805,1952277.9059421364
2018,Tuberculosis,1196167.7484459754,993954.565009822,1493153.0041106348
2019,Cardiovascular diseases,17642037.559655376,16174896.837671565,18670401.131066747
2019,Chronic respiratory diseases,3757600.361825456,3324874.597294064,4465394.912112618
2019,Diabetes and kidney diseases,3081769.2000370994,2791662.133426362,3365042.572716115
2019,Diarrheal diseases,1255274.6069895842,977736.6041947604,1703294.0500328525
2019,Digestive diseases,2375058.44689546,2129625.678341752,2632503.823752501
2019,Lower respiratory infections,2549791.4006279157,2316895.635934568,2837069.986292189
2019,Neonatal disorders,1804718.5919434875,1705331.5312891689,1900338.107010479
2019,Total cancers,9236276.775610575,8586113.639114473,9653750.631746136
2019,"Tracheal, bronchus, and lung cancer",1800847.452690168,1634783.273669921,1929468.0720449428
2019,Tuberculosis,1150684.0223377042,956928.3394659105,1426436.8242530718
2020,Cardiovascular diseases,17658557.794214997,16115057.799830234,18749602.69506749
2020,Chronic respiratory diseases,3495308.289918309,3052740.61383812,4171713.865426559
2020,Diabetes and kidney diseases,3189485.957373509,2890866.001717354,3478621.7226787014
2020,Diarrheal diseases,1201886.895852508,932591.3569179634,1628797.7099083073
2020,Digestive diseases,2351248.584760652,2101815.4251534194,2592362.041679177
2020,Lower respiratory infections,2214586.490139366,1971694.79492917,2512381.8461652542
2020,Neonatal disorders,1763856.671129841,1655034.933439844,1863133.560294462
2020,Total cancers,9369755.232305313,8750021.063785639,9787012.972000783
2020,"Tracheal, bronchus, and lung cancer",1808859.8263726237,1650330.210294669,1945836.2962090855
2020,Tuberculosis,1074379.6588972646,895552.3665939971,1330115.931898078
2021,Cardiovascular diseases,18685877.12988075,17161904.071474843,19828162.23814314
2021,Chronic respiratory diseases,3547996.9197682547,3064283.4614534955,4292781.262537029
2021,Diabetes and kidney diseases,3349692.3108990225,3034780.283054917,3664424.681200749
2021,Diarrheal diseases,1153529.8539220714,881903.1963370376,1575611.6724659374
2021,Digestive diseases,2373383.399338616,2127815.8175188964,2611958.5740522305
2021,Lower respiratory infections,2115915.6770623727,1868799.718996023,2420365.428915654
2021,Neonatal disorders,1705852.5033681162,1599491.5494070242,1808041.099822065
2021,Total cancers,9847243.204206103,9218974.289996965,10314404.508781774
2021,"Tracheal, bronchus, and lung cancer",1921937.430161456,1747283.2315204628,2061014.0634749967
2021,Tuberculosis,1038377.0759299886,868717.8181032382,1276347.5280789798
2022,Cardiovascular diseases,18943536.93546153,17268143.624932203,20060892.171541616
2022,Chronic respiratory diseases,3963516.657190201,3464280.840806362,4844566.567265728
2022,Diabetes and kidney diseases,3475146.0335448897,3105622.837554164,3799954.609266737
2022,Diarrheal diseases,1163070.2869042254,870693.4946747808,1642009.8343079404
2022,Digestive diseases,2440441.3381775543,2187958.2400161102,2682623.5870311665
2022,Lower respiratory infections,2356388.4219248854,2118888.7360774647,2640443.9707725924
2022,Neonatal disorders,1665238.2482100397,1546506.1265298554,1767083.510656883
2022,Total cancers,10258006.721294828,9475498.941863129,10796237.999168186
2022,"Tracheal, bronchus, and lung cancer",2022094.3968421333,1823060.827890877,2201471.847883136
2022,Tuberculosis,1038130.2770580068,850876.3106026707,1252855.0114176576
2023,Cardiovascular diseases,19139018.09368501,17355526.65696515,20403359.75555195
2023,Chronic respiratory diseases,4154451.711235461,3606445.231686439,5125453.168997314
2023,Diabetes and kidney diseases,3533892.600812732,3140804.6794629293,3887248.899350289
2023,Diarrheal diseases,1107128.3749863298,810533.3541363218,1535841.4970945364
2023,Digestive diseases,2416075.087508723,2151456.081192224,2671551.2116737934
2023,Lower respiratory infections,2501138.568273376,2240273.9879636248,2811711.568178583
2023,Neonatal disorders,1627961.732945383,1506008.7124160386,1748006.3058008086
2023,Total cancers,10434120.432555158,9605088.887119193,11031333.441804592
2023,"Tracheal, bronchus, and lung cancer",2034684.431399437,1856204.145754678,2210638.178390339
2023,Tuberculosis,1010462.8210720812,806472.9852085414,1244692.2172145871
