model_type,target,n_test_pos,pos_rate,roc_auc,pr_auc,precision,recall,f1,accuracy
xgboost_weighted,ventricular_arrhythmias_arrest,182,0.0072,0.9194,0.1127,0.0503,0.7033,0.0939,0.9028
xgboost_weighted,ami_nstemi,306,0.012,0.9103,0.1057,0.0564,0.8235,0.1055,0.832
xgboost_weighted,supraventricular_tachyarrhythmias,164,0.0064,0.8691,0.0939,0.0259,0.6829,0.05,0.8326
xgboost_weighted,aortic_peripheral_vascular,411,0.0162,0.8875,0.0851,0.0634,0.8321,0.1179,0.7987
xgboost_weighted,ami_stemi,57,0.0022,0.8812,0.0851,0.0315,0.386,0.0582,0.972
xgboost_weighted,pe_dvt_venous_thromboembolism,332,0.0131,0.8554,0.0612,0.0458,0.744,0.0864,0.7945
xgboost_weighted,pericardial_disease_tamponade,108,0.0042,0.8557,0.0424,0.0195,0.5556,0.0377,0.8796
xgboost_weighted,unstable_angina_ac_ischemia,107,0.0042,0.8657,0.0178,0.0182,0.4766,0.0351,0.8899
xgboost_smote,hypertension_crisis,5895,0.2318,0.9195,0.7259,0.7688,0.392,0.5193,0.8318
xgboost_smote,afib_aflutter,1846,0.0726,0.945,0.6382,0.8136,0.3169,0.4561,0.9452
xgboost_smote,chronic_ischemic_disease,1988,0.0782,0.9223,0.4337,0.6,0.0694,0.1244,0.9236
xgboost_smote,heart_failure_acute,999,0.0393,0.9302,0.3348,0.4876,0.0591,0.1054,0.9606
xgboost_smote,brady_heart_block_conduction,382,0.015,0.9266,0.2105,0.4182,0.0602,0.1053,0.9846
xgboost_smote,valvular_endocardial_disease,625,0.0246,0.92,0.1954,0.5556,0.008,0.0158,0.9755
xgboost_smote,heart_failure_chronic,702,0.0276,0.9165,0.1859,0.4,0.0028,0.0057,0.9724
xgboost_smote,cardiomyopathy_myocarditis,283,0.0111,0.9146,0.1816,0.5333,0.0283,0.0537,0.9889
xgboost_smote,stroke_tia,368,0.0145,0.8784,0.1345,0.3659,0.0408,0.0733,0.9851
xgboost_smote,ami_nstemi,306,0.012,0.91,0.1077,0.0,0.0,0.0,0.988
xgboost_smote,ventricular_arrhythmias_arrest,182,0.0072,0.909,0.0973,0.0,0.0,0.0,0.9928
xgboost_smote,aortic_peripheral_vascular,411,0.0162,0.8727,0.0704,0.0,0.0,0.0,0.9838
xgboost_smote,supraventricular_tachyarrhythmias,164,0.0064,0.829,0.0679,0.2727,0.0549,0.0914,0.993
xgboost_smote,pe_dvt_venous_thromboembolism,332,0.0131,0.8213,0.048,0.0,0.0,0.0,0.9869
xgboost_smote,ami_stemi,57,0.0022,0.8832,0.034,0.1667,0.0175,0.0317,0.9976
xgboost_smote,pericardial_disease_tamponade,108,0.0042,0.7946,0.0289,0.0909,0.0185,0.0308,0.995
xgboost_smote,unstable_angina_ac_ischemia,107,0.0042,0.866,0.0222,0.0,0.0,0.0,0.9957
xgboost_embedding,hypertension_crisis,5899,0.2316,0.9402,0.7972,0.7508,0.72,0.735,0.8798
xgboost_embedding,afib_aflutter,1733,0.068,0.9551,0.7195,0.809,0.5084,0.6244,0.9584
xgboost_embedding,chronic_ischemic_disease,2026,0.0795,0.9373,0.535,0.6234,0.308,0.4123,0.9302
xgboost_embedding,heart_failure_acute,1038,0.0408,0.9519,0.4586,0.6156,0.2283,0.3331,0.9627
xgboost_embedding,brady_heart_block_conduction,397,0.0156,0.9414,0.2984,0.6522,0.0756,0.1354,0.985
xgboost_embedding,valvular_endocardial_disease,636,0.025,0.9259,0.2381,0.5556,0.0079,0.0155,0.9751
xgboost_embedding,cardiomyopathy_myocarditis,303,0.0119,0.9442,0.2147,0.5161,0.0528,0.0958,0.9881
xgboost_embedding,heart_failure_chronic,697,0.0274,0.9304,0.2085,0.1905,0.0057,0.0111,0.9721
xgboost_embedding,supraventricular_tachyarrhythmias,176,0.0069,0.892,0.1761,0.8333,0.0568,0.1064,0.9934
xgboost_embedding,ventricular_arrhythmias_arrest,180,0.0071,0.9278,0.1445,0.3889,0.0389,0.0707,0.9928
xgboost_embedding,stroke_tia,401,0.0157,0.896,0.1417,0.25,0.0025,0.0049,0.9842
xgboost_embedding,ami_nstemi,318,0.0125,0.9241,0.1284,0.2308,0.0094,0.0181,0.9872
xgboost_embedding,ami_stemi,57,0.0022,0.9226,0.1255,0.6,0.0526,0.0968,0.9978
xgboost_embedding,aortic_peripheral_vascular,441,0.0173,0.8933,0.0962,0.0,0.0,0.0,0.9827
xgboost_embedding,pericardial_disease_tamponade,122,0.0048,0.9021,0.0885,1.0,0.0164,0.0323,0.9953
xgboost_embedding,pe_dvt_venous_thromboembolism,334,0.0131,0.8726,0.0795,0.0,0.0,0.0,0.9869
xgboost_embedding,unstable_angina_ac_ischemia,109,0.0043,0.8992,0.0423,0.0,0.0,0.0,0.9957
mlp_baseline,hypertension_crisis,5895,0.2318,0.9331,0.7816,0.7555,0.6779,0.7146,0.8745
mlp_baseline,afib_aflutter,1846,0.0726,0.9483,0.6807,0.8665,0.3868,0.5348,0.9512
mlp_baseline,chronic_ischemic_disease,1988,0.0782,0.9253,0.4554,0.5844,0.1393,0.225,0.925
mlp_baseline,heart_failure_acute,999,0.0393,0.9288,0.3279,0.0,0.0,0.0,0.9607
mlp_baseline,valvular_endocardial_disease,625,0.0246,0.9276,0.2077,0.0,0.0,0.0,0.9754
mlp_baseline,cardiomyopathy_myocarditis,283,0.0111,0.9294,0.2,0.0,0.0,0.0,0.9889
mlp_baseline,heart_failure_chronic,702,0.0276,0.9247,0.1929,0.0,0.0,0.0,0.9724
mlp_baseline,brady_heart_block_conduction,382,0.015,0.9258,0.1599,0.0,0.0,0.0,0.985
mlp_baseline,stroke_tia,368,0.0145,0.9033,0.1421,0.0,0.0,0.0,0.9855
mlp_baseline,ventricular_arrhythmias_arrest,182,0.0072,0.9287,0.1229,0.0,0.0,0.0,0.9928
mlp_baseline,supraventricular_tachyarrhythmias,164,0.0064,0.8894,0.1061,1.0,0.0183,0.0359,0.9937
mlp_baseline,ami_nstemi,306,0.012,0.9129,0.0939,0.0,0.0,0.0,0.988
mlp_baseline,aortic_peripheral_vascular,411,0.0162,0.8976,0.0866,0.0,0.0,0.0,0.9838
mlp_baseline,pe_dvt_venous_thromboembolism,332,0.0131,0.8651,0.067,0.0,0.0,0.0,0.9869
mlp_baseline,ami_stemi,57,0.0022,0.9122,0.0413,0.0,0.0,0.0,0.9978
mlp_baseline,unstable_angina_ac_ischemia,107,0.0042,0.9037,0.0297,0.0,0.0,0.0,0.9958
mlp_baseline,pericardial_disease_tamponade,108,0.0042,0.8583,0.0242,0.0,0.0,0.0,0.9958
